asset,time,CapMrktEstUSD
eth,2019-08-15T00:00:00.000000000Z,20178602496.902061870049849
eth,2019-08-16T00:00:00.000000000Z,19919380356.037619502001482
eth,2019-08-17T00:00:00.000000000Z,19918647877.887323265586688
eth,2019-08-18T00:00:00.000000000Z,20904498669.456808815543659
eth,2019-08-19T00:00:00.000000000Z,21772683346.415522947541038
eth,2019-08-20T00:00:00.000000000Z,21125796104.068177910260477
eth,2019-08-21T00:00:00.000000000Z,20030715888.053520185132128
eth,2019-08-22T00:00:00.000000000Z,20580981260.9895799859082235
eth,2019-08-23T00:00:00.000000000Z,20908891035.839202714137106
eth,2019-08-24T00:00:00.000000000Z,20534428091.1129411773762375
eth,2019-08-25T00:00:00.000000000Z,20022256818.7744850031793045
eth,2019-08-26T00:00:00.000000000Z,20266135562.610100811632652
eth,2019-08-27T00:00:00.000000000Z,20087406894.270629081346052
eth,2019-08-28T00:00:00.000000000Z,18616380728.084165687735025
eth,2019-08-29T00:00:00.000000000Z,18141390570.3568709769631845
eth,2019-08-30T00:00:00.000000000Z,18104623787.740588007401037
eth,2019-08-31T00:00:00.000000000Z,18516138666.2798931298842975
eth,2019-09-01T00:00:00.000000000Z,18414566771.441409716554998
eth,2019-09-02T00:00:00.000000000Z,19209517444.3782832246535355
eth,2019-09-03T00:00:00.000000000Z,19282244288.953151151031323
eth,2019-09-04T00:00:00.000000000Z,18800078619.0117935364145725
eth,2019-09-05T00:00:00.000000000Z,18782179700.46843517266216
eth,2019-09-06T00:00:00.000000000Z,18212987608.11208427682642
eth,2019-09-07T00:00:00.000000000Z,19190121634.734824038183754
eth,2019-09-08T00:00:00.000000000Z,19549632536.926291824064026
eth,2019-09-09T00:00:00.000000000Z,19528792898.733323496230838
eth,2019-09-10T00:00:00.000000000Z,19338232334.9453606210417385
eth,2019-09-11T00:00:00.000000000Z,19175143062.0743703088107105
eth,2019-09-12T00:00:00.000000000Z,19477782328.505282738827025
eth,2019-09-13T00:00:00.000000000Z,19552152884.762525520587005
eth,2019-09-14T00:00:00.000000000Z,20317552193.333669509804464
eth,2019-09-15T00:00:00.000000000Z,20411445865.960472926901869
eth,2019-09-16T00:00:00.000000000Z,21274654940.357325980587709
eth,2019-09-17T00:00:00.000000000Z,22555219204.0080452089045125
eth,2019-09-18T00:00:00.000000000Z,22712561546.87231534796105
eth,2019-09-19T00:00:00.000000000Z,23884102356.114011795822984
eth,2019-09-20T00:00:00.000000000Z,23416295173.660474283169076
eth,2019-09-21T00:00:00.000000000Z,23236426290.19454463085412
eth,2019-09-22T00:00:00.000000000Z,22759678484.8803435441949365
eth,2019-09-23T00:00:00.000000000Z,21702858131.145741234220139
eth,2019-09-24T00:00:00.000000000Z,18168842882.31674138622684
eth,2019-09-25T00:00:00.000000000Z,18322746777.25766193697542
eth,2019-09-26T00:00:00.000000000Z,17946395183.495242764045847
eth,2019-09-27T00:00:00.000000000Z,18784808982.002389858047978
eth,2019-09-28T00:00:00.000000000Z,18756413719.2963506158369515
eth,2019-09-29T00:00:00.000000000Z,18332909635.272855197465124
eth,2019-09-30T00:00:00.000000000Z,19377477323.726630571381996
eth,2019-10-01T00:00:00.000000000Z,19069664710.3076255745163725
eth,2019-10-02T00:00:00.000000000Z,19516768985.601442717194256
eth,2019-10-03T00:00:00.000000000Z,18948288166.70630747212228
eth,2019-10-04T00:00:00.000000000Z,19032534194.1983408668076235
eth,2019-10-05T00:00:00.000000000Z,19030548229.83108705453853
eth,2019-10-06T00:00:00.000000000Z,18349133895.167772664813212
eth,2019-10-07T00:00:00.000000000Z,19555738141.314304234475599
eth,2019-10-08T00:00:00.000000000Z,19522197331.959583263518248
eth,2019-10-09T00:00:00.000000000Z,20990074314.284295734918829
eth,2019-10-10T00:00:00.000000000Z,20705717244.4188827991436645
eth,2019-10-11T00:00:00.000000000Z,19554700913.817115040041887
eth,2019-10-12T00:00:00.000000000Z,19494162670.542448076413172
eth,2019-10-13T00:00:00.000000000Z,19621422029.84836380973626
eth,2019-10-14T00:00:00.000000000Z,20169516275.236813529056778
eth,2019-10-15T00:00:00.000000000Z,19497412495.622786397815863
eth,2019-10-16T00:00:00.000000000Z,18927980712.435217502058368
eth,2019-10-17T00:00:00.000000000Z,19154729973.641538731138424
eth,2019-10-18T00:00:00.000000000Z,18730861328.9320886942617965
eth,2019-10-19T00:00:00.000000000Z,18568974273.583571401633227
eth,2019-10-20T00:00:00.000000000Z,18958103063.058915743089928
eth,2019-10-21T00:00:00.000000000Z,18853355079.8396460531600775
eth,2019-10-22T00:00:00.000000000Z,18537783832.048375183967974
eth,2019-10-23T00:00:00.000000000Z,17464225552.303924716641092
eth,2019-10-24T00:00:00.000000000Z,17434007116.006286776305939
eth,2019-10-25T00:00:00.000000000Z,19616667018.474531511546461
eth,2019-10-26T00:00:00.000000000Z,19462917786.903236672254311
eth,2019-10-27T00:00:00.000000000Z,19990792916.262953829136198
eth,2019-10-28T00:00:00.000000000Z,19802719295.022168566294415
eth,2019-10-29T00:00:00.000000000Z,20673565380.734509241953238
eth,2019-10-30T00:00:00.000000000Z,19857659659.467433400928302
eth,2019-10-31T00:00:00.000000000Z,19768355318.528620684883343
eth,2019-11-01T00:00:00.000000000Z,19871724343.5099175546880935
eth,2019-11-02T00:00:00.000000000Z,19834747308.111164956866873
eth,2019-11-03T00:00:00.000000000Z,19718787480.558218425564092
eth,2019-11-04T00:00:00.000000000Z,20168648362.2951052112628445
eth,2019-11-05T00:00:00.000000000Z,20516176155.586261260934784
eth,2019-11-06T00:00:00.000000000Z,20772345043.562210173171473
eth,2019-11-07T00:00:00.000000000Z,20255795747.492109142752984
eth,2019-11-08T00:00:00.000000000Z,19961856525.12010595908096
eth,2019-11-09T00:00:00.000000000Z,20064530525.071708320614842
eth,2019-11-10T00:00:00.000000000Z,20509833608.791109726306622
eth,2019-11-11T00:00:00.000000000Z,20010251811.8895040433565385
eth,2019-11-12T00:00:00.000000000Z,20246864946.4967570707077
eth,2019-11-13T00:00:00.000000000Z,20407190283.771380363153961
eth,2019-11-14T00:00:00.000000000Z,20054975322.906976268577369
eth,2019-11-15T00:00:00.000000000Z,19538785387.741635583803531
eth,2019-11-16T00:00:00.000000000Z,19790470061.036681817066316
eth,2019-11-17T00:00:00.000000000Z,19960271731.536536060117199
eth,2019-11-18T00:00:00.000000000Z,19336305595.120909429614824
eth,2019-11-19T00:00:00.000000000Z,19053218116.2640656190365785
eth,2019-11-20T00:00:00.000000000Z,18944016603.379750010954517
eth,2019-11-21T00:00:00.000000000Z,17460004106.596848569277354
eth,2019-11-22T00:00:00.000000000Z,16272181579.6677918020826045
eth,2019-11-23T00:00:00.000000000Z,16551224892.860390524100374
eth,2019-11-24T00:00:00.000000000Z,15384925842.048800095271502
eth,2019-11-25T00:00:00.000000000Z,15928557854.3841205952008145
eth,2019-11-26T00:00:00.000000000Z,16080446911.775074167633195
eth,2019-11-27T00:00:00.000000000Z,16658918897.40713429964232
eth,2019-11-28T00:00:00.000000000Z,16417439365.284271942651576
eth,2019-11-29T00:00:00.000000000Z,16772143453.185652301996601
eth,2019-11-30T00:00:00.000000000Z,16530372699.186823301980454
eth,2019-12-01T00:00:00.000000000Z,16463023771.8290697951196715
eth,2019-12-02T00:00:00.000000000Z,16211635736.3500503049969575
eth,2019-12-03T00:00:00.000000000Z,16040743767.6878728688077095
eth,2019-12-04T00:00:00.000000000Z,15850140690.031639110082125
eth,2019-12-05T00:00:00.000000000Z,16104831824.5848409716644535
eth,2019-12-06T00:00:00.000000000Z,16180321474.7591044103317825
eth,2019-12-07T00:00:00.000000000Z,16053119230.464281057611344
eth,2019-12-08T00:00:00.000000000Z,16416556592.389666865627079
eth,2019-12-09T00:00:00.000000000Z,16041386977.228627213990714
eth,2019-12-10T00:00:00.000000000Z,15860338259.4399382143437935
eth,2019-12-11T00:00:00.000000000Z,15582716246.515213931413176
eth,2019-12-12T00:00:00.000000000Z,15759013989.977410045940068
eth,2019-12-13T00:00:00.000000000Z,15746101129.489502134759349
eth,2019-12-14T00:00:00.000000000Z,15447473408.065760387082306
eth,2019-12-15T00:00:00.000000000Z,15499305925.048938078796008
eth,2019-12-16T00:00:00.000000000Z,14419764992.528623451184349
eth,2019-12-17T00:00:00.000000000Z,13236580486.015428818731356
eth,2019-12-18T00:00:00.000000000Z,14477443934.213895244701297
