asset,time,CapMrktEstUSD
sol,2020-10-27T00:00:00.000000000Z,77431454.648914461498665028606
sol,2020-10-28T00:00:00.000000000Z,69617573.034674963492593798736
sol,2020-10-29T00:00:00.000000000Z,65615233.271892736415733193884
sol,2020-10-30T00:00:00.000000000Z,66137031.975055288684860691968
sol,2020-10-31T00:00:00.000000000Z,70667540.022533938286740743186
sol,2020-11-01T00:00:00.000000000Z,73496120.307683941994105994
sol,2020-11-02T00:00:00.000000000Z,67684222.4871308607406706725
sol,2020-11-03T00:00:00.000000000Z,65030781.42252717138662112174
sol,2020-11-04T00:00:00.000000000Z,63998216.431237292364292932576
sol,2020-11-05T00:00:00.000000000Z,64342094.783334660523779222206
sol,2020-11-06T00:00:00.000000000Z,88232646.830022939653031324744
sol,2020-11-07T00:00:00.000000000Z,94241052.6932553213341401902
sol,2020-11-08T00:00:00.000000000Z,99048274.117782606435052890068
sol,2020-11-09T00:00:00.000000000Z,93107940.2721385997456393304
sol,2020-11-10T00:00:00.000000000Z,104682919.423783552833133772794
sol,2020-11-11T00:00:00.000000000Z,92145479.823820912072861101538
sol,2020-11-12T00:00:00.000000000Z,86803215.313516884164016740097
sol,2020-11-13T00:00:00.000000000Z,92602316.11731743981247629305
sol,2020-11-14T00:00:00.000000000Z,88389832.315219775812152908701
sol,2020-11-15T00:00:00.000000000Z,93735612.66891007997837729924
sol,2020-11-16T00:00:00.000000000Z,104266741.742466091965583462296
sol,2020-11-17T00:00:00.000000000Z,101148306.877952220777471914748
sol,2020-11-18T00:00:00.000000000Z,97435312.553047720755800687824
sol,2020-11-19T00:00:00.000000000Z,95106252.736270393826370114339
sol,2020-11-20T00:00:00.000000000Z,97045955.34613176491585154162
sol,2020-11-21T00:00:00.000000000Z,109058132.035428235807282678361
sol,2020-11-22T00:00:00.000000000Z,99412103.787626629107907719438
sol,2020-11-23T00:00:00.000000000Z,104915226.719284929656750051261
sol,2020-11-24T00:00:00.000000000Z,104090611.4654603722961311224
sol,2020-11-25T00:00:00.000000000Z,104012038.153299913001164253535
sol,2020-11-26T00:00:00.000000000Z,87397516.3438777160494390734
sol,2020-11-27T00:00:00.000000000Z,85306961.879097079104944830359
sol,2020-11-28T00:00:00.000000000Z,87021002.671681785922146123764
sol,2020-11-29T00:00:00.000000000Z,88081285.818248042600363746365
sol,2020-11-30T00:00:00.000000000Z,90640464.893846117781584061148
sol,2020-12-01T00:00:00.000000000Z,91723438.291588549759668500802
sol,2020-12-02T00:00:00.000000000Z,97979314.43649566399089858384
sol,2020-12-03T00:00:00.000000000Z,97106649.890906332842879950775
sol,2020-12-04T00:00:00.000000000Z,86236547.507021927318885821976
sol,2020-12-05T00:00:00.000000000Z,91336936.361988146758625795988
sol,2020-12-06T00:00:00.000000000Z,85620207.712281268475200709476
sol,2020-12-07T00:00:00.000000000Z,84654738.75997131487432311744
sol,2020-12-08T00:00:00.000000000Z,77221232.812318554052147091846
sol,2020-12-09T00:00:00.000000000Z,77126901.685998285699932006394
sol,2020-12-10T00:00:00.000000000Z,73043422.534680226066532769962
sol,2020-12-11T00:00:00.000000000Z,67098476.543803610190679191
sol,2020-12-12T00:00:00.000000000Z,69170381.076485198793618395132
sol,2020-12-13T00:00:00.000000000Z,72341882.936195437827585908145
sol,2020-12-14T00:00:00.000000000Z,73634573.59137274052956474926
sol,2020-12-15T00:00:00.000000000Z,80964406.332942148930455161433
sol,2020-12-16T00:00:00.000000000Z,82545870.437032484913300494843
sol,2020-12-17T00:00:00.000000000Z,78020180.313108422055844141272
sol,2020-12-18T00:00:00.000000000Z,79059828.711328793101224827194
sol,2020-12-19T00:00:00.000000000Z,77849610.916145402008768077348
sol,2020-12-20T00:00:00.000000000Z,72801693.896231594076834096243
sol,2020-12-21T00:00:00.000000000Z,72025440.64152252632126657913
sol,2020-12-22T00:00:00.000000000Z,69516213.094516515282830399952
sol,2020-12-23T00:00:00.000000000Z,56299211.896625350539745425639
sol,2020-12-24T00:00:00.000000000Z,63326278.156760843892464984103
sol,2020-12-25T00:00:00.000000000Z,67275815.248019902318606903689
sol,2020-12-26T00:00:00.000000000Z,61736626.833256908390005837872
sol,2020-12-27T00:00:00.000000000Z,61365034.2247898812183441633
sol,2020-12-28T00:00:00.000000000Z,70344725.32312713050673893877
sol,2020-12-29T00:00:00.000000000Z,77415209.71175234235083003682
sol,2020-12-30T00:00:00.000000000Z,71492892.378308061527679512848
sol,2020-12-31T00:00:00.000000000Z,70328922.851512282089604041069
sol,2021-01-01T00:00:00.000000000Z,85827028.598271670075958542023
sol,2021-01-02T00:00:00.000000000Z,84096226.017839569413767554268
sol,2021-01-03T00:00:00.000000000Z,100016233.9188754597823863998
sol,2021-01-04T00:00:00.000000000Z,114388479.5776420451796093201
sol,2021-01-05T00:00:00.000000000Z,100504159.865323682347321966296
sol,2021-01-06T00:00:00.000000000Z,90642185.655892260831925746444
sol,2021-01-07T00:00:00.000000000Z,110198133.5066350165730542133
sol,2021-01-08T00:00:00.000000000Z,837941851.48456316697422943816
